<hgeokg/resource/226041025>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/266170751>
<hgeokg/resource/823979090>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/719086615>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/4231956390>
<hgeokg/resource/226041026>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/4661316591>
<hgeokg/resource/266170757>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170756>
<hgeokg/resource/266774911>	<hgeokg/schema/startDate>	startDate-1907
<hgeokg/resource/266149334>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149300>
<hgeokg/resource/484012802>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/823979089>
<hgeokg/resource/163474780>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/137716320>
<hgeokg/resource/803137436>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2678466841>
<hgeokg/resource/719086606>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1751769863>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266774911>
<hgeokg/resource/569345542>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/477374247>
<hgeokg/resource/5041140405>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5172045822>
<hgeokg/resource/2678466842>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/477374247>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149302>
<hgeokg/resource/163629929>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Polygon>
<hgeokg/resource/157835453>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2774949526>
<hgeokg/resource/420494981>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/2716231113>	<hgeokg/schema/cuisine>	cuisine-mexican
<hgeokg/resource/266170766>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170765>
<hgeokg/resource/2774949518>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/86121620>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170764>
<hgeokg/resource/823979090>	<hgeokg/schema/railwayTrackRef>	railwayTrackRef-4
<hgeokg/resource/266149373>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2178743031>
<hgeokg/resource/397795463>	<hgeokg/schema/foot>	foot-designated
<hgeokg/resource/477374247>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/3679394774>
<hgeokg/resource/2716231115>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266033991>
<hgeokg/resource/2717293865>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/167922072>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266170536>
<hgeokg/resource/420494981>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/7172247185>
<hgeokg/resource/3679394774>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/823979087>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/266170758>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/3922485803>
<hgeokg/resource/2716231113>	<hgeokg/schema/brandWikidata>	brandWikidata-Q5094466
<hgeokg/resource/682360553>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/3679394774>	<Point_transport-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/46695596>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1752843998>
<hgeokg/resource/2716231111>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034056>
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/266170765>
<hgeokg/resource/803137436>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/167922072>
<hgeokg/resource/397795464>	<Line_roads-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149365>
<hgeokg/resource/823979088>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/477374247>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/5172045822>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/763650163>
<hgeokg/resource/2717293822>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/266170536>	<hgeokg/schema/operator>	operator-Library Hotel Collection
<hgeokg/resource/266149300>	<hgeokg/schema/addrHousenumber>	addrHousenumber-235
<hgeokg/resource/2717293865>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Restaurant>
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6501259685>
<hgeokg/resource/5041140405>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4385240481>
<hgeokg/resource/4350615591>	<http://www.w3.org/2000/01/rdf-schema#label>	Junior's
<hgeokg/resource/682360553>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/823979090>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/682360554>
<hgeokg/resource/823979089>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2676979157>
<hgeokg/resource/2716231115>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/819626511>
<hgeokg/resource/397795464>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266170536>
<hgeokg/resource/1426276157>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426276530>
<hgeokg/resource/1752822408>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/226041026>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266170800>
<hgeokg/resource/46695596>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/569345544>
<hgeokg/resource/6501259685>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Restaurant>
<hgeokg/resource/266149365>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/477374247>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1426275725>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149345>
<hgeokg/resource/266170765>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BuildingHotel>
<hgeokg/resource/3708656757>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170835>
<hgeokg/resource/5341456858>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/2722857810>
<hgeokg/resource/1751769863>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293880>
<hgeokg/resource/1752822408>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/569345542>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979090>
<hgeokg/resource/266170755>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2676979135>
<hgeokg/resource/5032403221>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3398576793>
<hgeokg/resource/266149330>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4385240481>
<hgeokg/resource/266149302>	<hgeokg/schema/addrHousenumber>	addrHousenumber-236
<hgeokg/resource/4316345593>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/420494981>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2676979157>
<hgeokg/resource/266170756>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170764>
<hgeokg/resource/702540318>	<Point_pois-Intersect-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/2717543654>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5987980586>
<hgeokg/resource/3576199>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/7613305940>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/1426276530>
<hgeokg/resource/1752822408>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/7139389687>	<hgeokg/schema/openingHours>	openingHours-Mo 11:30-22:00; Tu-Th, Su 11:30-23:00; Fr, Sa 11:30-24:00
<hgeokg/resource/763650163>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/4661316591>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/819186608>
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/266149338>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1751769863>
<hgeokg/resource/1487449793>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/266170764>	<Point_pois-Contain-Point_pofw>	<hgeokg/resource/357620498>
<hgeokg/resource/2717293824>	<hgeokg/schema/reservation>	reservation-recommended
<hgeokg/resource/813741990>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1426276157>
<hgeokg/resource/266170825>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2678466842>
<hgeokg/resource/5032403221>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149328>
<hgeokg/resource/803137436>	<hgeokg/schema/voltage>	voltage-625
<hgeokg/resource/266149298>	<hgeokg/schema/addrHousenumber>	addrHousenumber-242
<hgeokg/resource/266149338>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/4350615591>
<hgeokg/resource/4447034701>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/2676979157>	<Point_pois-Within-Polygon_buildings>	<hgeokg/resource/137716320>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426276157>
<hgeokg/resource/477374247>	<hgeokg/schema/motorVehicle>	motorVehicle-no
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/1487449793>	<http://www.w3.org/2000/01/rdf-schema#label>	Tony's
<hgeokg/resource/682360553>	<hgeokg/schema/lanes>	lanes-1
<hgeokg/resource/1753205377>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170751>
<hgeokg/resource/719086615>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266149325>
<hgeokg/resource/2178743034>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231113>
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979089>
<hgeokg/resource/266149330>	<hgeokg/schema/addrHousenumber>	addrHousenumber-226
<hgeokg/resource/2610440256>	<hgeokg/schema/brandWikipedia>	brandWikipedia-en:Walgreens
<hgeokg/resource/3679396691>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/167922072>
<hgeokg/resource/819186608>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/167922072>
<hgeokg/resource/86121620>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1426250385>
<hgeokg/resource/266170756>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3922485803>
<hgeokg/resource/5987980586>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034046>
<hgeokg/resource/2611782760>	<hgeokg/schema/brandWikidata>	brandWikidata-Q37158
<hgeokg/resource/823979088>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2678466841>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/763650163>
<hgeokg/resource/702540318>	<Line_railway-Intersect-Point_pois>	<hgeokg/resource/823979087>
<hgeokg/resource/819626511>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/4708892893>
<hgeokg/resource/1753205377>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/266170757>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163631696>
<hgeokg/resource/4447034701>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/397795464>
<hgeokg/resource/1752822408>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/266034080>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/226041025>
<hgeokg/resource/266170544>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2676979135>
<hgeokg/resource/1751769863>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3398576793>
<hgeokg/resource/3679391773>	<hgeokg/schema/routeRef>	routeRef-M42;X17J;X17;X22;X22A;X30;X31
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1752843998>
<hgeokg/resource/137716320>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1076844
<hgeokg/resource/266149325>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149299>
<hgeokg/resource/3398576793>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149324>
<hgeokg/resource/266170759>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/2178743034>	<hgeokg/schema/brandWikipedia>	brandWikipedia-en:Starbucks
<hgeokg/resource/266034056>	<hgeokg/schema/addrHousenumber>	addrHousenumber-270
<hgeokg/resource/2676979135>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/137716320>
<hgeokg/resource/266149304>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/194926851>	<hgeokg/schema/maxspeed>	maxspeed-25 mph
<hgeokg/resource/2716231259>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086615>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/4213575394>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293822>
<hgeokg/resource/823979089>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/RailwaySubway>
<hgeokg/resource/266170765>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266170759>
<hgeokg/resource/266170758>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2611782753>
<hgeokg/resource/702540318>	<Line_roads-Intersect-Point_pois>	<hgeokg/resource/569345542>
<hgeokg/resource/2717293822>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149304>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149299>
<hgeokg/resource/226041026>	<hgeokg/schema/tigerReviewed>	tigerReviewed-no
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266774911>
<hgeokg/resource/702540318>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/763650163>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5041140405>
<hgeokg/resource/266149298>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3398576793>
<hgeokg/resource/266149373>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/266034080>
<hgeokg/resource/258646143>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426276530>
<hgeokg/resource/4447034701>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/266170755>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/42496352>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Polygon>
<hgeokg/resource/266170764>	<hgeokg/schema/email>	email-reservations@thechatwalny.com
<hgeokg/resource/6262714386>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170766>
<hgeokg/resource/266170757>	<http://www.w3.org/2000/01/rdf-schema#label>	Night Theater District
<hgeokg/resource/266149298>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/5341456858>
<hgeokg/resource/2774949518>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/657134182>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/226041025>
<hgeokg/resource/7172247185>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/137716320>
<hgeokg/resource/3576199>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/3974095816>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/266033991>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7653858222>
<hgeokg/resource/266149304>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/1899033653>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149336>
<hgeokg/resource/813741990>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1426275725>
<hgeokg/resource/397795464>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/4316345593>
<hgeokg/resource/266170757>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/42496352>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2611782753>
<hgeokg/resource/823979089>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/819626511>	<hgeokg/schema/addrHousenumber>	addrHousenumber-229
<hgeokg/resource/226041025>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4858838221>
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/819626511>
<hgeokg/resource/682360554>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149336>
<hgeokg/resource/266034056>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/525729008>
<hgeokg/resource/258646143>	<http://www.w3.org/2000/01/rdf-schema#label>	NYPD Times Square Substation
<hgeokg/resource/5528676228>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/137716320>
<hgeokg/resource/813741990>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/4447034701>
<hgeokg/resource/4858838221>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/1751769863>	<hgeokg/schema/entrance>	entrance-main
<hgeokg/resource/5041140405>	<Point_pois-Within-Point_pois>	<hgeokg/resource/266149299>
<hgeokg/resource/3708656757>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170534>
<hgeokg/resource/6133822485>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170540>
<hgeokg/resource/719086606>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/194926851>
<hgeokg/resource/2717293880>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4213575394>
<hgeokg/resource/357620498>	<Point_pofw-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/597937477>	<Point_transport-Adjacent-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/1751769863>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/194926851>	<hgeokg/schema/cyclewayLeft>	cyclewayLeft-track
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/702540318>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170536>
<hgeokg/resource/157835453>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/4385240481>
<hgeokg/resource/266149373>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/525729008>
<hgeokg/resource/266170755>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/163629929>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/157835453>
<hgeokg/resource/266149302>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/819626511>	<hgeokg/schema/phone>	phone-+1 646-223-3000
<hgeokg/resource/803137436>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/266170751>	<http://www.w3.org/2000/01/rdf-schema#label>	Hudson Theatre
<hgeokg/resource/5041140405>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/157835453>
<hgeokg/resource/266149328>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/194926851>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/719086606>
<hgeokg/resource/266149324>	<hgeokg/schema/reservation>	reservation-yes
<hgeokg/resource/2717293822>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/4708888897>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293822>
<hgeokg/resource/266170755>	<http://www.w3.org/2000/01/rdf-schema#label>	Lyceum Theatre
<hgeokg/resource/266170757>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170765>
<hgeokg/resource/226041025>	<hgeokg/schema/cyclewayLeft>	cyclewayLeft-shared_lane
<hgeokg/resource/2717293865>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149329>
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149330>
<hgeokg/resource/525729008>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266034074>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4447034701>
<hgeokg/resource/260180778>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170755>
<hgeokg/resource/719086615>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/7006780985>
<hgeokg/resource/266034074>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/46695596>	<Line_railway-Intersect-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/7139389687>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095815>
<hgeokg/resource/823979089>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/6262714386>	<hgeokg/schema/internetAccess>	internetAccess-wlan
<hgeokg/resource/682360554>	<Line_roads-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/266170545>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4661316591>
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/2178743031>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/266149330>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/42496352>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/4661316591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170800>
<hgeokg/resource/2717543654>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095815>
<hgeokg/resource/357620498>	<Point_pofw-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/2722857810>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4213575394>
<hgeokg/resource/163631696>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/566445454>
<hgeokg/resource/7653858222>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Theatre>
<hgeokg/resource/397795464>	<hgeokg/schema/oneway>	oneway-yes
<hgeokg/resource/167922072>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/803137436>
<hgeokg/resource/266170544>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1022637
<hgeokg/resource/258646143>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034080>
<hgeokg/resource/4447034701>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/266034047>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/823979087>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/266170765>	<hgeokg/schema/dog>	dog-yes
<hgeokg/resource/397795463>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/477374247>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/7613305940>	<Point_transport-Adjacent-Point_transport>	<hgeokg/resource/3679394774>
<hgeokg/resource/817036020>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/157835453>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/5671182>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/266149373>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BuildingCommercial>
<hgeokg/resource/258646143>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/823979087>
<hgeokg/resource/266170835>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/260180778>
<hgeokg/resource/167922072>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2611782760>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/266034050>	<hgeokg/schema/startDate>	startDate-1998
<hgeokg/resource/7172247185>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170755>
<hgeokg/resource/2610440256>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/1899033652>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086606>
<hgeokg/resource/266170544>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/420494981>
<hgeokg/resource/1426250385>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Cafe>
<hgeokg/resource/258646144>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/823979088>
<hgeokg/resource/137716320>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/258646144>	<hgeokg/schema/roofMaterial>	roofMaterial-concrete
<hgeokg/resource/803137436>	<hgeokg/schema/railwayTrackRef>	railwayTrackRef-3
<hgeokg/resource/86121621>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/42496352>
<hgeokg/resource/525428785>	<hgeokg/schema/layer>	layer--2
<hgeokg/resource/266149332>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/2178743031>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2610440256>
<hgeokg/resource/86121620>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/813741990>
