<hgeokg/resource/1793478711>	<hgeokg/schema/nameRu>	nameRu-79-я стрит
<hgeokg/resource/7194308185>	<http://www.w3.org/2000/01/rdf-schema#label>	Bettola
<hgeokg/resource/269313861>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2592130010>
<hgeokg/resource/2113159209>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2745602443>
<hgeokg/resource/269313805>	<Point_pofw-Adjacent-Polygon_buildings>	<hgeokg/resource/269318154>
<hgeokg/resource/1994680551>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5669710>
<hgeokg/resource/499321091>	<Line_roads-Adjacent-Point_pois>	<hgeokg/resource/270898203>
<hgeokg/resource/2113159212>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2414094432>
<hgeokg/resource/3606980>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/813741995>
<hgeokg/resource/813741995>	<Line_railway-Adjacent-Point_pofw>	<hgeokg/resource/269313805>
<hgeokg/resource/499321091>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/5668968>
<hgeokg/resource/3262539822>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/813741995>
<hgeokg/resource/5668968>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/7194308185>
<hgeokg/resource/3270499050>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/37003318>
<hgeokg/resource/46546758>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/144944207>
<hgeokg/resource/813741998>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/68668533>
<hgeokg/resource/2592129931>	<hgeokg/schema/addrPostcode>	addrPostcode-10024
<hgeokg/resource/68668533>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/1993216332>
<hgeokg/resource/2592130010>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/269313864>
<hgeokg/resource/37003318>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5668968>
<hgeokg/resource/46613701>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2113159212>
<hgeokg/resource/2113159209>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7418118988>
<hgeokg/resource/269318197>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2745602443>
<hgeokg/resource/7418122341>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/44164413>
<hgeokg/resource/2758620825>	<hgeokg/schema/addrCountry>	addrCountry-US
<hgeokg/resource/2758620398>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/269318160>
<hgeokg/resource/269313803>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/269313799>
<hgeokg/resource/2592130032>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/5668968>	<hgeokg/schema/surface>	surface-asphalt
<hgeokg/resource/269313864>	<hgeokg/schema/height>	height-17.5
<hgeokg/resource/7194308188>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/269318197>
<hgeokg/resource/269313805>	<hgeokg/schema/gnisFeatureId>	gnisFeatureId-2076791
<hgeokg/resource/3262539823>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/PublicTransportPlatform>
<hgeokg/resource/68668533>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/3270499051>
<hgeokg/resource/7194308185>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/6321979151>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/1793478711>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/1994680551>
<hgeokg/resource/485755183>	<hgeokg/schema/inlineSkates>	inlineSkates-yes
<hgeokg/resource/7417993474>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/270899541>
<hgeokg/resource/269313812>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2745602443>
<hgeokg/resource/2148391075>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/1793478711>
<hgeokg/resource/7418074132>	<hgeokg/schema/phone>	phone-+1 646-899-4015
<hgeokg/resource/813741998>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2592129931>
<hgeokg/resource/7418118988>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/46613701>
<hgeokg/resource/5669710>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/3248774667>
<hgeokg/resource/2758620398>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/270899541>
<hgeokg/resource/269313861>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/1993216332>
<hgeokg/resource/2113159212>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5668968>
<hgeokg/resource/7192228723>	<http://www.w3.org/2000/01/rdf-schema#label>	Luke's Lobster
<hgeokg/resource/2592130010>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2592129931>
<hgeokg/resource/813741995>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2592129931>
<hgeokg/resource/3270499049>	<Point_transport-Adjacent-Point_transport>	<hgeokg/resource/1793478711>
<hgeokg/resource/269318160>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1993216326>
<hgeokg/resource/270898203>	<hgeokg/schema/height>	height-40.0
<hgeokg/resource/1994680562>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/46613701>
<hgeokg/resource/357642383>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/68668533>
<hgeokg/resource/269313864>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/270898203>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/763299975>
<hgeokg/resource/3197136733>	<hgeokg/schema/fax>	fax-+1 212-712-9635
<hgeokg/resource/5668968>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1994680562>
<hgeokg/resource/269313810>	<http://www.w3.org/2000/01/rdf-schema#label>	Fox's
<hgeokg/resource/46613701>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2758620825>
<hgeokg/resource/1793478711>	<http://www.w3.org/2000/01/rdf-schema#label>	79th Street
<hgeokg/resource/224160385>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/68668533>
<hgeokg/resource/269313799>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7194308185>
<hgeokg/resource/269313861>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2125873483>
<hgeokg/resource/2125873489>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1993216326>
<hgeokg/resource/269313861>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1994680551>
<hgeokg/resource/2592129931>	<hgeokg/schema/email>	email-info@dublinhousenyc.com
<hgeokg/resource/813741998>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/3606980>
<hgeokg/resource/2414094432>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2758620398>
<hgeokg/resource/2148391075>	<hgeokg/schema/brand>	brand-Verizon
<hgeokg/resource/270900100>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/209462187>
<hgeokg/resource/269313805>	<Point_transport-Adjacent-Point_pofw>	<hgeokg/resource/1993216332>
<hgeokg/resource/169381959>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/RouteBicycle>
<hgeokg/resource/7192228729>	<hgeokg/schema/addrPostcode>	addrPostcode-10024
<hgeokg/resource/46334585>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/7418122341>
<hgeokg/resource/3270499050>	<hgeokg/schema/bus>	bus-yes
<hgeokg/resource/2758620398>	<hgeokg/schema/addrHousenumber>	addrHousenumber-440
<hgeokg/resource/44164413>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/813741995>
<hgeokg/resource/1504407897>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/4587883597>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5668968>
<hgeokg/resource/209462187>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/209462186>
<hgeokg/resource/2745602443>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2113159212>
<hgeokg/resource/1994680551>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/3262539823>
<hgeokg/resource/6321979151>	<hgeokg/schema/note>	note-To enter, see host at Burke & Wills
<hgeokg/resource/7192228729>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7418121964>
<hgeokg/resource/7192228727>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4775571736>
<hgeokg/resource/46613701>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/7418118988>
<hgeokg/resource/2745602443>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7194308188>
<hgeokg/resource/37003318>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/576289504>
<hgeokg/resource/169381959>	<hgeokg/schema/oneway>	oneway-no
<hgeokg/resource/7194308188>	<http://www.w3.org/2000/01/rdf-schema#label>	Jake's Dilemma
<hgeokg/resource/1993216332>	<hgeokg/schema/bus>	bus-yes
